Name,Race,Backstory Modifier,Buckets,Review,Generatable,Description,Special Gear Sets,Basic Gearset Chance,Hair Style,Hair Color,Beard,Goatee,Moustache,Facial Hair Probability,Facial Hair Color,Hair Color Match Prob,Primary FN,Secondary FN,FN Ratio,Primary LN,Secondary LN,LN Ratio,Symmetrical Name Chance,Tattoo Probability,Tattoo Density,Tattoo Symmetry,Icon
House Mormont,HighSpritopian,"He is a {honorable,loyal,fierce,brave,determined,stern,stoic,resolute,just,wise,protective,strong-willed,courageous,unyielding,devoted,resourceful,tenacious,calm,observant,admirable,tactical,calculating,conniving,manipulative,ambitious,reckless,self-serving,unscrupulous,deceptive,cruel,harsh,vengeful,treacherous,opportunistic,cold-hearted,ruthless,merciless,cunning,sly} member of House Mormont,{known for his bear-fighting prowess,with an unwavering loyalty to the North,who once stood guard at the Wall,with a family history tied to the Night's Watch,who can track any prey through the wilderness,known for his leadership in fierce battles,who lost a loved one to the Ironborn's raiding,who has a deep understanding of Northern traditions,whose stirring speeches have unified the Northern lords,with a bond to a particular direwolf,who has successfully defended Bear Island from invaders,known for his swordsmanship skills,who once served as a steward to a Lord Commander,who played a key role in supporting Jon Snow,with a talent for navigating the politics of the North,who has a reputation for breaking Northern customs for personal gain,known for his expertise in winter warfare,who has a knack for forming unlikely alliances,with a close friendship with a Wildling,who is an expert at surviving the harsh Northern winters,who was once exiled and reclaimed his honor,who often takes on perilous missions in the wilderness,known for his unmatched survival skills in the cold,with a long-standing feud with another Northern house,who has a secret alliance with a Southern lord,with a tendency to challenge traditional Northern values,who always carries a mysterious Northern relic for unknown reasons}.",GOT,,checked,"The Mormonts of Bear Island, a formidable clan fostered amidst harsh cold and rugged landscapes, are as steadfast and resilient as the bears they bear on their sigil. Their seemingly barren island yields warriors with hearts of iron and wills of steel, men and women alike, fierce in their loyalty and unflinching in the face of adversity. Their stern demeanor is softened by an honorable nature, a fire that burns bright and constant, a beacon in the treacherous darkness that often engulfs the realm of Westeros.",,100%,"No Hair,Medium Stubble,Dark Stubble,Short Stubble,Dark Recessed Stubble,Balding Stubble,Short Buzz,Buzz,Widow's Peak Buzz,Balding Buzz,Natural Waves,Messy,Twisties,Straight Short,Straight Long,Straight Flat,Straight Part,Wavy,Shaggy,Spikey,Straight Tail,Balding Flat,Medium Flat,Short Flat,Straight Balding","Dark Brown,Medium Brown,Light Brown","Beard Style 1,Beard Style 2,Beard Style 3,Beard Style 9,Beard Style 12,Beard Style 10,Beard Style 11,Beard Style 8","Goatee 1,Goatee 10,Goatee 7,Goatee 8,Goatee 14,Goatee 18,Goatee 9","Moustache 4,Moustache 3,Moustache 2",50%,Black,50%,North Westerosi First,Random Noun First,90%,Mormont Only,,100%,0%,10%,Light,,House Mormont.png (https://v5.airtableusercontent.com/v3/u/25/25/1707724800000/P0T2z5gjDMDiOLOJbnkk4w/KuFm4JCyfXWjBh3etY2717MRxIvw9dg9Y6_Asmh4JQu29oLMeWBb-Onbc3k1Pz5G7hR2LnOAaTJ6YU5T1DR4X1FG2fdhy7Zj5ZPvfhQlDablzwF8SNmC-krPgPrlTqCRl9pkNZGW3sawRaaCnubVbw/9Oz7Y50EDSVNU4DrscYpbEnQDJOlDjQvxRmkp-dqA-g)
House Stark,HighSpritopian,"He is a {honorable,loyal,brave,wise,strong-willed,compassionate,just,principled,noble,calculating,cunning,bitter,vengeful,rigid,obsessive,unforgiving,merciless,reckless} member of House Stark,{who bears the ancestral sword of the family,known for his exceptional skills in the training yard,who once led a victorious battle against rival houses,with a strong bond to his direwolf,who is respected as a fair and just lord,who has an uncanny connection to the old gods of the North,whose loyalty to his family is unbreakable,who is a master tactician on the battlefield,who learned from the maesters and became an intellectual,known for his tireless efforts to protect the North,who has crossed dangerous territories to seek allies,who defied the king and paid the price,who always puts duty before love,who has survived the harshest winter conditions,who carries a secret that could change the fate of the North,known for his unforgiving attitude towards enemies,who became obsessed with revenge and lost his way,who is haunted by a betrayal that changed his life,with a bitter rivalry with a sibling,who once abandoned his post and his honor,who holds deep resentment towards other noble houses,known for his cold and calculating decisions in war,who has a reputation for being untrustworthy among certain lords,who broke a sacred vow and suffered the consequences,with a dangerous obsession with power,who is feared for his ruthless tactics against rivals,who is known for a shocking act of brutality,who manipulates those around him for his own gain,with a dark and secret alliance that threatens his honor,who has been consumed by the desire for vengeance,who has alienated those closest to him with his decisions}.",GOT,,checked,"The Starks of Winterfell stand as a solemn fortress amidst the raging storm, their iron resolve chiseled by the harsh and unyielding winters of the North. Embodying the ancient creed, ""Winter is Coming,"" they are a testament to endurance and resilience, with an unwavering loyalty that runs as deep as their bloodline. Their honor may often be their Achilles heel in the treacherous game of thrones, but the direwolf doesn't falter, standing tall against adversity with a fierce nobility that is as chilling as it is awe-inspiring.",,100%,"No Hair,Medium Stubble,Dark Stubble,Short Stubble,Dark Recessed Stubble,Balding Stubble,Short Buzz,Buzz,Widow's Peak Buzz,Balding Buzz,Natural Waves,Messy,Twisties,Straight Short,Straight Long,Straight Flat,Straight Part,Wavy,Shaggy,Spikey,Straight Tail,Balding Flat,Medium Flat,Short Flat,Straight Balding",Black,"Beard Style 1,Beard Style 2,Beard Style 3,Beard Style 9,Beard Style 12,Beard Style 10,Beard Style 11,Beard Style 8","Goatee 1,Goatee 10,Goatee 7,Goatee 8,Goatee 14,Goatee 18,Goatee 9","Moustache 4,Moustache 3,Moustache 2",98%,Black,100%,North Westerosi First,Random Noun First,90%,Stark Only,,100%,0%,20%,Heavy,checked,House Stark.png (https://v5.airtableusercontent.com/v3/u/25/25/1707724800000/wj9v2FghnNzA_tHM0LiVDA/px97HDb0ZrQxZyWD-oDWfPCYMSqsHNySUbcz66uFvAnucT90eRN86pGIBLH3M7TM0zNktLAGlWhv5-KhM6ZXc9BJv4QTeM_m9ERxToLDRpWhKUOMeb4SUGDdqXSu0nLD_o9abJYpdfExJ9suiAlPOQ/oIvAV7CIiNxZIiqRjCJ1eyAjABl1_0xjTIttebRph48)
House Targaryen,"HighSpritopian,Nubian","He is a {honorable,ambitious,proud,mystical,courageous,vengeful,ruthless,intense,commanding,intelligent,dragon-blooded,charismatic,obsessive,inspiring,calculating,unpredictable,imperious,loyal,passionate,fearful,fierce,merciless,patient,cunning,arrogant,resolute,mad,devoted,imposing} member of House Targaryen,{who can tame and ride dragons,with a destiny intertwined with fire and blood,who seeks to reclaim the Iron Throne,known for his unwavering loyalty to his family,who is haunted by visions and prophecies,who has led armies into battle and emerged victorious,with a reputation for cruelty and terror,who has traveled the Free Cities seeking allies and wisdom,who once had a forbidden love affair,known for his wisdom in governance and ruling,with a thirst for power that knows no bounds,who is plagued by the madness that runs in his family,who has brokered peace between warring factions,with a mastery over political intrigue and deception,who has a fascination with dragonlore and ancient history,with a connection to the Red Priests and their magic,who is exiled and seeks redemption,with a deeply ingrained sense of entitlement to rule,known for his exceptional skill with a sword,who is obsessed with his lineage and legacy,who has betrayed family for personal gain,who once slayed a dragon in a desperate fight,with a mysterious connection to the ancient Valyrian arts,known for his grace and diplomacy,with a cruel streak that emerges in times of war,who possesses an heirloom weapon of Valyrian steel,with a bond to a particular dragon,who often dwells on the tragedies of his past,who manipulates those around him to achieve his goals,with a reputation for being both a wise leader and a fearsome enemy}.",GOT,,checked,"The Targaryens are fire incarnate, an ancient lineage of dragonlords whose legacy is as volatile and magnificent as the dragons they command. Their history is a blazing tapestry of conquest, madness, and fiery resilience, woven in silver hair and violet eyes. From the ashes of their ancestral home, they rise and fall, a testament to the indomitable spirit of the dragon - embodying their potent words, ""Fire and Blood,"" with a fury as awe-inspiring as it is terrifying.",,100%,"Straight Long,Straight Tail,Short Dreads,Wavy","Light Blonde,Very Light Blonde",Beard Style 13,Goatee 8,Moustache 1,10%,Very Light Blonde,100%,Valyrian First,Random Noun First,90%,Targaryen Only,,100%,0%,25%,Heavy,checked,House Targaryen.png (https://v5.airtableusercontent.com/v3/u/25/25/1707724800000/JIrTyhnqNgyJZrytyTSucg/jFzVvgRyjT2FkkrasVsHLcTW3NwTVs-hNEkwCaQbwYLfbjZalmamiKC83KSnxZ7b4iAugsmiZmwevyfg8lZXwXCDQTRB0XsME37ErQztrMupLT7xVR_C0kcLhxuagS0VRIRoCmSqj3IivyEcmvYXcQ/4hmKbPVVLZhnYQ7Mk89jPR4TuNny7RQkMgMpwDqtgjs)
ICOMM Employees,HighSpritopian,"He is a {indifferent,apathetic,unmotivated,irresponsible,lazy,negligent,slovenly,disinterested,unreliable,passive-aggressive,avoidant,disengaged,conniving,cunning,complacent,selfish,calculating,disdainful,hardworking,diligent,committed,patient,responsible,proactive,helpful,engaged,cooperative,attentive,dedicated,understanding} employee of ICOMM, {who goes on break right before a call comes in,who consistently refuses to take calls,with a reputation for creating tension among colleagues,known for his passive-aggressive behavior towards co-workers,with a talent for dodging responsibilities,who has been involved in numerous workplace disputes,who once convinced an entire team to skip work for a day,with a knack for manipulating the system in his favor,whose laziness has become a running joke in the office,known for his notorious avoidance of any actual work,who once blamed a major issue on a new employee,who has a hidden talent for customer support but never uses it,who often sabotages team projects for personal gain,with a secret alliance with other avoidant employees,who takes pride in his ability to do the least work possible,who somehow always escapes management's notice,with a close friendship with the only other hardworking colleague,who is an unsung hero doing the work of many,known for his patient handling of difficult customers,who consistently steps up when others step down,who was once recognized for exceptional effort but ignored by peers,with a talent for turning around dissatisfied customers,who has become a mentor to new employees seeking to make a difference,with an ability to stay positive amid the chaos,who always volunteers to pick up the slack,known for his unwavering commitment to quality support,with a dedication that inspires a few to follow suit,who is determined to make a positive change despite the environment,with a habit of secretly boosting team morale,who once single-handedly saved a major contract for the company}. The company ICOMM is a contractor company that provides cellular device support to all users.",Work,,checked,"Employees of ICOMM are brought into the job to fulfill 3 simple tasks: answer uncomplicated calls, complete unchallenging tickets, and join undemanding meetings. It would be remiss of you to believe that any employees actually attempt to engage in any of these tasks. On the contrary, Academy Award winning actors would have their jaws on the floor if they bore witness to the dramatic lengths and care these workers take to avoid the work entirely. Drew Meier could learn to move mountains if he spent even half of his workdays not destroying his retinas from overexposure to the inContact tab. ",,100%,"No Hair,Short Stubble,Medium Stubble,Dark Stubble,Dark Recessed Stubble,Balding Stubble,Short Buzz,Buzz,Widow's Peak Buzz,Balding Buzz,Natural Waves,Natural Patches,Natural Part,Natural Fauxhawk,Natural Balding,Straight Short,Straight Flat,Straight Balding,Balding Flat,Short Flat,The Patch","Black,Dark Brown,Medium Brown,Light Brown,Very Light Brown,Dark Blonde,Medium Blonde,Light Blonde,Very Light Blonde,Blue","None,Beard Style 7,Beard Style 8,Beard Style 11,Beard Style 12,Beard Style 10,Beard Style 6",None,"None,Moustache 1,Moustache 2,Moustache 3,Moustache 7",20%,"Black,Dark Brown,Medium Brown,Light Brown,Very Light Brown,Dark Blonde,Medium Blonde,Light Blonde,Very Light Blonde",95%,American First,Random Noun First,90%,ICOMM Last,,100%,0%,5%,Light,checked,ICOMM Employees.png (https://v5.airtableusercontent.com/v3/u/25/25/1707724800000/IWltvZdEbitbIiuD4jaO3Q/Rvc_ZmuHkdJIkCXg1vrVWtmGgPmO-S6p1Uyf1Y87nOOs8kIoZZxd6rubqxhCkuyOyqNHOln2w8FazGxLiy_QeoyK-5SnHEZnL1W2iVxb5V34oH263LJOGN_MQgQ1Z6aTKuxJw6_YCneK2Sgb6-qP2g/xuA-GilMyX4H-PDGjD6jx6pHpeHTZ2Boq7wyrRtfuEY)
Imperials,HighSpritopian,"He is a {disciplined,loyal,imperious,strategic,ambitious,calculating,just,compassionate,merciless,ruthless,honorable,pragmatic,unforgiving,graceful,domineering,understanding,arrogant,observant,level-headed,tyrannical,benevolent,callous,wise,manipulative,noble,oppressive,meticulous,sadistic,empathetic,hardened} member of the Imperial Legion,{known for his unbreakable defense at the Battle of Whiterun,with an unmatched ability to command and lead his soldiers,who once brokered a crucial peace treaty with a rival faction,with a family history tied to the Imperial City,who can forge weapons of exceptional quality,known for his cunning tactics in the Siege of Windhelm,who lost a friend to the Stormcloak rebellion,who has a keen understanding of Tamriel's politics,whose speeches have swayed entire towns to the Empire's cause,with a close relationship with the Thalmor,who has ruthlessly suppressed any dissent against the Empire,known for his exceptional swordsmanship,who is a former bandit turned loyal soldier,who has faced off against dragons and lived to tell the tale,with a genius for laying traps and ambushes,who was instrumental in the capture of Ulfric Stormcloak,with a talent for negotiating with Daedric entities,who has a reputation for upholding the law at any cost,known for his skill in dark arts and necromancy,who has a talent for diplomatic manipulation,with a close friendship with a Jarl,who is an expert at navigating the political landscape of Skyrim,who was once betrayed and now trusts no one,who always volunteers for the most arduous campaigns,known for his merciless persecution of Talos worshipers,with a secret love for Skyrim's ancient history,who has a forbidden alliance with a member of the Dark Brotherhood,with a habit of partaking in skooma and other vices,who always carries an emblem of the Empire as a symbol of his allegiance}.",Games,,checked,"The Imperials, a symbol of indomitable authority and refined strategy, represent the unwavering fist of order amidst the chaos of a fractured realm. Armed with razor-sharp steel and an unyielding conviction in the rule of law, they command the battlefield with a blend of martial prowess and tactical acumen. Their banner, a roaring dragon, stands as a beacon of power and unity, a formidable testament to their enduring dominion over the vast reaches of Skyrim.",,100%,"No Hair,Medium Stubble,Dark Stubble,Short Stubble,Dark Recessed Stubble,Balding Stubble,Short Buzz,Buzz,Widow's Peak Buzz,Balding Buzz,Natural Waves,Messy,Twisties,Straight Short,Straight Long,Straight Flat,Straight Part,Wavy,Shaggy,Spikey,Straight Tail,Balding Flat,Medium Flat,Short Flat,Straight Balding,Natural Part","Black,Dark Brown,Medium Brown","Beard Style 9,Beard Style 12,Beard Style 7,Beard Style 11,Beard Style 13","Goatee 17,Goatee 9,Goatee 7,Goatee 5","Moustache 6,Moustache 2,Moustache 4,Moustache 3",50%,Black,50%,Imperial First,,100%,Imperial Last,,100%,0%,10%,Light,checked,Imperial.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1707724800000/Ghsp9IauHVuyaUmPH4e9sw/8w2Ir6Gajn2RRWODiHABNFGfi3zkaPz31azjuXEdt6wbikl5lCkMs1xmMFugnds302EWK9H3T-k5Q7_gek9IK-3lNqRw3fGZE1gWLxwih60_J_6cvQl8_yPVpUIZ1SQ-FAmZ8RKZldz1meGm1CgR3A/CMfGI4PKSiF-fvh4YTxouP8SCV6nWnh8dEHDs35Mz7M)
Incels,"HighSpritopian,Galactic","He is a {delusional,obsessed,narrow-minded,paranoid,petty,incoherent,whiny,awkward,resentful,comically-misguided,confused,angry,bizarre,unhinged,misogynistic,ridiculous,clueless,vitriolic,overzealous,absurd,ignorant,laughably-naive,socially-inept,fumbling,impractical,cringeworthy,disconnected,bitterly-humorous,outrageous,infantile} member of the Incels,{who argues with internet strangers over imaginary points,with an absurd collection of conspiracy theories,known for his endless rants about things he doesn't understand,who wears a tinfoil hat to prevent 'mind reading',with a personal vendetta against fictional characters,who believes he's the last sane man in a world gone mad,who has a strange obsession with obscure pop culture references,who has declared war on emojis he finds offensive,known for his hilarious misinterpretations of common sayings,who holds daily monologues with his pet rock,with a personal blog filled with wild misunderstandings,who is convinced that cats are controlling world governments,whose attempts at philosophy end up as nonsensical ramblings,with a self-published book that nobody reads,who sends angry emails to TV channels about show cancellations,known for his strange and unfounded dietary restrictions,who believes in an alternate reality where he is the king,with a YouTube channel filled with bizarre rants and tangents,who blames his life's failures on invisible forces,known for his failed attempts to create his own language,who spends hours arguing with his own reflection,with a collection of oddly specific and useless trivia,who obsessively documents every perceived slight against him,known for his wild misunderstandings of basic social cues,with a wardrobe filled with impractical and nonsensical clothing,who believes he has a personal connection with a fictional character,with a room filled with strange and inexplicable artifacts,who has given names and personalities to all his possessions,who always carries an umbrella regardless of the weather}.",Society,,checked,"Incels, the internet's self-proclaimed lonely hearts club, turn unrequited love into an art form, one forum post at a time. They navigate the world of romance with the finesse of a bull in a china shop, attributing their lack of companionship to everything but their own questionable approach. The realm of online dating, in their eyes, is less a field of potential connections, and more a convoluted conspiracy theory designed to thwart their pursuit of happiness.",,100%,"Widow's Peak Buzz,The Patch,No Hair,Balding Stubble,Short Buzz,Balding Buzz,Messy,Curly,Natural Fauxhawk,Balding Flat,Natural Patches,Medium Flat,Short Flat,Buzz","Black,Dark Brown",Beard Style 1,"Goatee 1,Goatee 3,Goatee 2,Goatee 19",Moustache 7,100%,Black,95%,American First,,100%,American Last,Random Noun Last,90%,0%,0%,Light,,Incels.png (https://v5.airtableusercontent.com/v3/u/25/25/1707724800000/1i3g80c56DgaTt0V_Hkt9A/WHTmxhPRU8CseIklonGNmsmJq--qTJA9bIeTz_6phGLf9lj0qsPib0OI5VLrGYSbthHeJf0siuY7c28nH5-uww0mtBRI_YMawH5JdvFE0bfzIazjXEsj3pJlAr2wDFNfqulSiljOpDeA1rvrc1wgLg/3Lm_Yd2f_F98ceRK5-fyA4GVookTz2wZD_BGbUWzOc4)
Jalapeno Bots,Galactic,"He is a robot. As a robot, he is designed for a {weirdly,,unbelievably,utterly bizarre and,badass yet,completely goofy} specific function",2K Royals,,checked,"The Jalapeno Bots are a faction of robotic beings created (with love) by a mad inventor known as Fredwardo Jalapeno. The robots usually exist to fulfill a singular, incredibly specific function, such as impersonating Bill Nye. They are impeccably built and perform their functions flawlessly. ",,100%,"No Hair,Short Stubble,Medium Stubble,Dark Stubble,Dark Recessed Stubble,Balding Stubble,Short Buzz,Buzz,Widow's Peak Buzz,Balding Buzz,Natural Waves,Natural Patches,Natural Part,Natural Fauxhawk,Natural Balding,Thick Cornrows,Thin Cornrows,Afro,Messy,Twisties,Short Dreads,Medium Dreads,Tied Dreads,Dreads Tail,Mop,Mop Tail,Straight Short,Straight Long,Straight Flat,Straight Part,Straight Tail,Straight Balding,Spikey,Curly,Balding Flat,Short Flat,Medium Flat,Wavy,Shaggy,Mohawk,The Patch","White,Red,Green,Blue,Yellow,Orange",None,None,None,0%,Black,95%,The Only,,100%,Robot Name,,100%,0%,25%,Light,,Jalapeno Bots.png (https://v5.airtableusercontent.com/v3/u/25/25/1707724800000/EJ5m-_3sIRab2oGBnRIS0A/ip0awKLDdtCTYkDsBjVJP38ic7162wZ7eJ_nM1V7Y3H6GvMo_wqty0WgI6mE0nBJnVKPdvtHgPwyqAVIEgid88Tb6sQ8y_59KQes967ftrtPCE5ecaB0UnrFjXtboqDz1edjCXJ9MJ1XEEtyAJWCog/zLGe9peh-o8zvK3tiMt7I7Yf989TQYLT84Jl9C9qU_E)
Jedi,"Atacaman,Nubian,HighSpritopian,Bhutanese,Galactic,Patel,Elvish","He is a {devoted,thoughtful,mysterious,stubborn,determined,secretly evil,insane,corrupted,maniacal,brutally violent,compassionate,humble,impatient,peaceful,brave,idealistic,wise,intuitive,spiritual,resolute,quirky,stoic,diplomatic,shrewd,disciplined,confident,meditative,driven,visionary,rebellious,patient,dutiful,harmonious,curious,resilient} Jedi Knight, {who believes in the strength of diplomacy over combat,with a strong connection to the living Force,known for his exceptional lightsaber skills,who was found at an older age than usual,whose wisdom is often sought by his peers,who once saved a planet from impending doom,who is skilled in rare Force abilities,who was a Padawan of a notable Jedi Master,with a strong affinity for piloting,who often meditates for hours on end,who is the former apprentice of a fallen Jedi,who faced trials that tested his commitment to the light,who was once tempted by the dark side but prevailed,who is working undercover for the Sith,who is secretly trying to undermine the Jedi,who cares little for the Jedi and just wants to kill a fellow member of the Jedi who wronged them,who wants the world to burn,who is skilled at healing through the Force,known for his exceptional mind trick abilities,with a knack for constructing unique lightsabers,who is an expert at negotiating tense situations,known for his uncanny foresight,who has a close bond with his astromech droid,known for his peacekeeping efforts during the Clone Wars,who was a renowned General in the Grand Army of the Republic,who has studied under several Jedi Masters,with a distinctive lightsaber fighting style,known for his deep philosophical insights,who has completed quests in the most dangerous parts of the galaxy,with a soft spot for creatures in the Force,who is dedicated to ancient Jedi teachings,who can foresee future events with startling accuracy}.",Star Wars,,checked,"The Jedi, guardians of peace and justice in the galaxy, are a beacon of hope amidst a cosmos of chaos, their power drawn from the harmonious currents of the Force. Their mastery over their abilities, complemented by their unwavering commitment to a code of peace, knowledge, serenity, and harmony, is as awe-inspiring as it is formidable. Brandishing their lightsabers as shields against the dark, the Jedi stand as the bulwark against tyranny and darkness, a testament to the enduring power of calm in the face of the storm.",,100%,"No Hair,Short Stubble,Medium Stubble,Buzz,Dark Stubble,Balding Buzz,Natural Waves,Natural Patches,Natural Part,Twisties,Straight Short,Straight Long,Messy,Straight Part,Straight Flat,Straight Tail,Spikey,Balding Flat,Curly,Mop,Mohawk,The Patch,Medium Flat,Shaggy,Short Flat,Straight Balding,Balding Stubble,Short Buzz,Widow's Peak Buzz,Natural Balding,Natural Fauxhawk,Dark Recessed Stubble,Wavy,Thick Cornrows,Thin Cornrows,Afro,Short Dreads,Medium Dreads,Tied Dreads,Dreads Tail,Mop Tail","Black,Dark Brown,Medium Brown,Light Brown,Very Light Brown,Dark Blonde,Medium Blonde,Light Blonde,Very Light Blonde,Gray,White,Red,Green,Blue,Yellow,Orange","None,Beard Style 1,Beard Style 2,Beard Style 3,Beard Style 4,Beard Style 5,Beard Style 6,Beard Style 7,Beard Style 8,Beard Style 9,Beard Style 10,Beard Style 11,Beard Style 12,Beard Style 13","None,Goatee 1,Goatee 2,Goatee 3,Goatee 4,Goatee 5,Goatee 6,Goatee 7,Goatee 8,Goatee 9,Goatee 10,Goatee 11,Goatee 12,Goatee 13,Goatee 14,Goatee 15,Goatee 16,Goatee 17,Goatee 18,Goatee 19,Goatee 20","None,Moustache 1,Moustache 2,Moustache 3,Moustache 4,Moustache 5,Moustache 6,Moustache 7",60%,Black,95%,Jedi First,,100%,Star Wars Last,"Skywalker Only,Windu Only,Kenobi Only,Palpatine Only",95%,0%,0%,Light,,Jedi.png (https://v5.airtableusercontent.com/v3/u/25/25/1707724800000/FUZGsZGawmFVL3fQMCphbw/52Bm_68aS5eD7LouMU5-Oki99Jb7m2WYY3KDxqm54kUs-ulyPjefNbPkiRqtpFKUSeXlZyKhYI08L-_qkvP4kyW-04RlZhbvSg3PUDsgMu7RNFLcAwvN_NOl-2muOGYhRMSgcCC2KOCVxc7TS7DfJw/__OQVX6zEoSkdE-sqZjX66qXTuY-K00R6nvNUAAL8fw)
Lichs,"HighSpritopian,Galactic","He is a {cunning,merciless,deceptive,ambitious,intelligent,calculating,relentless,ferocious,stoic,wise,insidious,patient,terrifying,commanding,mysterious,methodical,powerful,domineering,ruthless,vindictive,cold-hearted,manipulative,ancient,unforgiving,enigmatic,inscrutable,resolute,scheming,oppressive,malicious} member of the Liches,{known for his mastery over dark magics,with an ability to control legions of undead,who once ruled a fallen kingdom,whose tomb is said to be cursed and inescapable,who can see through the eyes of his minions,known for his intellect and strategic prowess,who has enslaved entire villages with his will,whose whisper can chill the soul,with a network of spies and assassins,who has been banished and returned stronger,with a collection of magical artifacts of unspeakable power,known for his mercilessness on the battlefield,who was once a respected scholar turned dark,who has sworn eternal vengeance on the living,who has a pact with ancient and malevolent entities,with a mastery over frost and ice that can freeze time itself,known for his manipulation of political leaders,who has created insidious plagues and diseases,who has knowledge of secrets long forgotten,with an obsession with eternal life and immortality,with an eerie calm that unnerves even the bravest warriors,who is a brilliant tactician and strategist,with a fascination for forbidden knowledge,whose lair is a maze of traps and horrors,who has been hunted by the greatest heroes and still prevails,known for his eloquence and persuasiveness in dark dealings,who has a twisted sense of honor and loyalty,with a craving for the souls of the innocent,who weaves complex webs of deceit and conspiracy,with an endless thirst for power and control}.",Games,,checked,"Liches, the dread masters of undeath, hold court over the realm of darkness, their icy grasp reaching out from the abyss to claim the living. Commanding the necromantic arts with a chilling mastery, they shape death into a weapon, a shield, and an army, their spectral soldiers standing as an eerie testament to their fearsome power. Their spectral presence sends a shiver down the spine of reality itself, an ominous reminder that even in death, there is no escape from their rule.",,100%,"Shaggy,Wavy,Medium Flat,Natural Part,Messy,Twisties,Tied Dreads,Medium Dreads,Straight Tail,Straight Long,Mohawk,Short Dreads,Mop",Blue,"Beard Style 12,Beard Style 2,Beard Style 1,Beard Style 3",,,100%,Blue,100%,Lich Only,High Lich Only,90%,Lich Name,,100%,0%,0%,Light,,Lichs.png (https://v5.airtableusercontent.com/v3/u/25/25/1707724800000/1-9Dkbe2uVsyJFjv7HJubw/KSkULtQLj_C3F0qAWJDyQE26loLh-LWSvhW34PYceSmsSmw_PHKU0kXJfdeIaDQLT7U86xZ6-ybcpphAfOHraA86i--ADwYRYDGSouh-_Gw9_de3D1I6WwdZYhtNkM0waUvWW6Uu9kVx6a7mLI2XmA/kOaJf2waUxh-dGgD6M7M0xUvU7oVMvXEMrbRKciqqkM)
Los Pollos Hermanos Employees,"HighSpritopian,Atacaman,Nubian,Bhutanese,Patel","He is a {meticulous,discreet,ambitious,loyal,dedicated,sly,hardworking,observant,trustworthy,calculating,secretive,unscrupulous,relentless,efficient,manipulative,charming,conniving,methodical,cold-blooded,tenacious,focused,deceptive,sociable,cooperative,conniving,industrious,shrewd,friendly,resourceful,corrupt} employee of Los Pollos Hermanos,{known for his impeccable frying technique,with an uncanny ability to handle difficult customers,who once single-handedly managed a store during a crisis,with a hidden connection to the criminal underworld,who can prepare a meal faster than anyone else,known for his exceptional team leadership,who has lost a friend to the criminal activities,with a knack for detecting undercover agents,whose persuasive tactics have increased sales,with a close association with Gustavo Fring,who has covered up illicit activities in the restaurant,known for his exceptional logistical skills,who was once suspected but never caught by the DEA,who is a former criminal turned hardworking employee,who has helped expand the franchise into new territories,with a talent for maintaining a squeaky-clean image,who harbors secret ambitions to overtake the chain,known for his ability in cooking up special recipes,with a habit of eavesdropping on suspicious customers,who has hidden criminal associates,who often plays a key role in covert operations,who was once blackmailed and now works to pay off a debt,who often acts as a courier without knowing the contents,with a family connection to law enforcement,with a reputation for bending the rules to satisfy customers,who always carries a concealed weapon for protection}.",Shows,,checked,"The unsuspecting crew of Los Pollos Hermanos, with their aprons worn like badges of culinary honor, are the clueless infantry in a labyrinthine empire of crime. As they diligently fry chicken and craft the perfect curly fries, they remain delightfully oblivious to their unintentional role in a vast operation of illicit activities. Amid the satisfying sizzle of frying chicken and the tantalizing scent of secret spices, they unknowingly serve up platters of fast-food intrigue, turning every customer's order into an unexpected side dish of high-stakes drama.",,100%,"No Hair,Short Stubble,Medium Stubble,Buzz,Dark Stubble,Balding Buzz,Natural Waves,Natural Patches,Natural Part,Twisties,Straight Short,Straight Long,Messy,Straight Part,Straight Flat,Straight Tail,Spikey,Balding Flat,Curly,Mop,Mohawk,The Patch,Medium Flat,Shaggy,Short Flat,Straight Balding,Balding Stubble,Short Buzz,Widow's Peak Buzz,Natural Balding,Natural Fauxhawk,Dark Recessed Stubble,Wavy","Black,Dark Brown,Medium Brown,Light Brown,Very Light Brown,Dark Blonde,Medium Blonde,Light Blonde,Very Light Blonde",,,"Moustache 7,Moustache 2,Moustache 3,None,Moustache 4,Moustache 1,Moustache 5,Moustache 6",50%,"Black,Dark Brown,Medium Brown,Light Brown,Very Light Brown,Dark Blonde,Medium Blonde,Light Blonde,Very Light Blonde",95%,American First,"Hispanic First,African-American First,Chinese First,English First",90%,American Last,"Hispanic Last,African-American Last,Chinese Last,English Last",90%,90%,5%,Light,,Los Pollos Hermanos Employees.png (https://v5.airtableusercontent.com/v3/u/25/25/1707724800000/IUhALkZHcieFmfmyZtJ5nQ/2rE6Lw_Q8TVgAYq4jTt5NeuxL-y087ILAZy6iIFjKz-VF_taPB3-McOf2QnX3OZYL9uqPf6rISXaeaGH7EwJEyE23ST5MS33OjYWXUSHPABd48G5CdgfeLF-U-XbhwG9_ZcZ1Mia-AypBrx2CHrZXDkOq0tS5zweOfw3Axiss7A/POr1GwvD89Rwu1_c1l5BI2H3Ocrxm1NZ8O-hVS1nC8A)
